geoid20,total_reg,eth1_aa,eth1_eur,g20201103_voted_all,g20201103_pct_voted_all
100030139032003,245,100,116,155,0.692
100030139032002,34,17,13,22,0.7333
100030139032001,34,11,9,23,0.7666999999999999
100030139032000,263,76,109,171,0.7095
100030139031010,24,3,17,14,0.6363999999999999
100030139031009,21,9,9,14,0.6666999999999998
100030139031008,162,46,94,112,0.7089
100030139031007,65,19,37,52,0.8667
100030139031006,38,8,21,33,0.8919
100030139031005,215,67,82,152,0.7525
100030139031004,39,10,17,25,0.6757
100030139031003,395,124,199,274,0.7346000000000001
100030139031002,18,6,11,11,0.6875
100030139031001,180,41,95,129,0.7457
100030139031000,177,55,81,106,0.6271999999999999
100030139013012,0,0,0,0,
100030139013011,0,0,0,0,
100030139013010,35,8,23,22,0.6666999999999998
100030139013009,50,16,24,29,0.5917999999999998
100030139013008,63,22,23,39,0.65
100030139013007,67,27,27,46,0.7187999999999999
100030139013006,130,34,69,92,0.7540999999999999
100030139013005,0,0,0,0,
100030139013004,0,0,0,0,
100030139013003,64,24,34,43,0.7048999999999999
100030139013002,55,8,24,32,0.6809
100030139013001,205,45,108,147,0.7617
100030139013000,0,0,0,0,
100030139012010,80,22,45,55,0.7142999999999999
100030139012009,79,18,49,50,0.6666999999999998
100030139012008,57,7,41,42,0.7924999999999999
100030139012007,37,5,25,23,0.6571
100030139012006,45,1,31,32,0.7111
100030139012005,51,3,33,25,0.5555999999999999
100030139012004,49,12,31,31,0.6458
100030139012003,57,8,33,30,0.5882
100030139012002,87,13,57,42,0.5316
100030139012001,0,0,0,0,
100030139012000,0,0,0,0,
100030139011013,36,21,6,18,0.5293999999999999
100030139011012,0,0,0,0,
100030139011011,0,0,0,0,
100030139011010,0,0,0,0,
100030139011009,0,0,0,0,
100030139011008,189,68,37,99,0.6037000000000001
100030139011007,1,0,0,0,0.0
100030139011006,410,143,142,203,0.5576999999999999
100030139011005,73,26,38,54,0.8182
100030139011004,31,7,11,18,0.6428999999999999
100030139011003,30,7,15,19,0.7308
100030139011002,418,97,205,241,0.6132
100030139011001,0,0,0,0,
100030139011000,0,0,0,0,
100030138003030,0,0,0,0,
100030138003029,0,0,0,0,
100030138003028,0,0,0,0,
100030138003027,0,0,0,0,
100030138003026,0,0,0,0,
100030138003025,0,0,0,0,
100030138003024,0,0,0,0,
100030138003023,0,0,0,0,
100030138003022,20,5,12,15,0.8333
100030138003021,75,8,42,56,0.8
100030138003020,112,25,54,53,0.53
100030138003019,703,81,427,433,0.6995
100030138003018,63,15,43,44,0.7586
100030138003017,20,0,19,16,0.8421
100030138003016,0,0,0,0,
100030138003015,0,0,0,0,
100030138003014,0,0,0,0,
100030138003013,0,0,0,0,
100030138003012,0,0,0,0,
100030138003011,0,0,0,0,
100030138003010,0,0,0,0,
100030138003009,0,0,0,0,
100030138003008,5,2,2,1,0.2
100030138003007,0,0,0,0,
100030138003006,8,1,6,5,0.625
100030138003005,6,0,2,2,0.3332999999999999
100030138003004,0,0,0,0,
100030138003003,0,0,0,0,
100030138003002,0,0,0,0,
100030138003001,0,0,0,0,
100030138003000,3,0,3,3,1.0
100030138002044,0,0,0,0,
100030138002043,40,5,19,25,0.6757
100030138002042,66,20,39,38,0.6032
100030138002041,0,0,0,0,
100030138002040,195,30,141,135,0.7218999999999999
100030138002039,0,0,0,0,
100030138002038,0,0,0,0,
100030138002037,0,0,0,0,
100030138002036,0,0,0,0,
100030138002035,0,0,0,0,
100030138002034,0,0,0,0,
100030138002033,1,1,0,0,0.0
100030138002032,0,0,0,0,
100030138002031,18,1,11,13,0.7647
100030138002030,7,0,5,5,0.7142999999999999
100030138002029,7,0,7,3,0.5
100030138002028,3,0,3,2,0.6666999999999998
100030138002027,0,0,0,0,
100030138002026,0,0,0,0,
100030138002025,90,19,57,42,0.506
100030138002024,0,0,0,0,
100030138002023,0,0,0,0,
100030138002022,0,0,0,0,
100030138002021,0,0,0,0,
100030138002020,0,0,0,0,
100030138002019,0,0,0,0,
100030138002018,0,0,0,0,
100030138002017,0,0,0,0,
100030138002016,0,0,0,0,
100030138002015,0,0,0,0,
100030138002014,0,0,0,0,
100030138002013,0,0,0,0,
100030138002012,0,0,0,0,
100030138002011,17,5,10,10,0.7142999999999999
100030138002010,0,0,0,0,
100030138002009,0,0,0,0,
100030138002008,0,0,0,0,
100030138002007,0,0,0,0,
100030138002006,15,2,11,9,0.6428999999999999
100030138002005,0,0,0,0,
100030138002004,57,5,42,43,0.7962999999999999
100030138002003,0,0,0,0,
100030138002002,121,6,100,89,0.7876
100030138002001,16,1,9,3,0.1875
100030138002000,0,0,0,0,
100030138001026,40,0,30,28,0.7367999999999999
100030138001025,0,0,0,0,
100030138001024,55,5,44,36,0.6792
100030138001023,53,5,31,30,0.5999999999999999
100030138001022,43,2,35,32,0.7441999999999999
100030138001021,58,8,39,31,0.5635999999999999
100030138001020,57,2,40,33,0.6346
100030138001019,62,6,41,46,0.807
100030138001018,165,18,109,104,0.6842
100030138001017,1,0,1,0,0.0
100030138001016,44,3,28,33,0.8249999999999998
100030138001015,44,7,30,30,0.6977000000000001
100030138001014,45,2,36,33,0.8049
100030138001013,163,6,120,112,0.7467
100030138001012,6,0,2,4,0.8
100030138001011,55,2,38,36,0.7346999999999999
100030138001010,46,0,42,24,0.5454999999999999
100030138001009,71,4,60,46,0.7302000000000001
100030138001008,179,11,136,128,0.7573999999999999
100030138001007,44,5,30,27,0.6428999999999999
100030138001006,63,6,44,47,0.7833
100030138001005,42,0,31,22,0.55
100030138001004,29,2,22,20,0.7691999999999999
100030138001003,47,4,39,28,0.6363999999999999
100030138001002,40,2,30,27,0.6922999999999999
100030138001001,198,14,130,141,0.7421
100030138001000,0,0,0,0,
100030137003015,0,0,0,0,
100030137003014,0,0,0,0,
100030137003013,0,0,0,0,
100030137003012,0,0,0,0,
100030137003011,0,0,0,0,
100030137003010,25,5,20,21,0.913
100030137003009,21,3,14,16,0.8888999999999999
100030137003008,0,0,0,0,
100030137003007,21,2,15,15,0.7142999999999999
100030137003006,26,3,18,18,0.75
100030137003005,0,0,0,0,
100030137003004,36,7,24,26,0.7428999999999998
100030137003003,34,5,25,19,0.6785999999999999
100030137003002,12,2,9,7,0.5833
100030137003001,21,1,13,12,0.5999999999999999
100030137003000,388,51,293,293,0.7984
100030137002011,67,22,23,39,0.6189999999999999
100030137002010,37,12,23,29,0.7837999999999999
100030137002009,5,1,3,3,0.5999999999999999
100030137002008,0,0,0,0,
100030137002007,50,12,22,12,0.2999999999999999
100030137002006,459,131,219,234,0.5707000000000001
100030137002005,0,0,0,0,
100030137002004,0,0,0,0,
100030137002003,484,132,188,185,0.4291999999999999
100030137002002,46,15,16,13,0.3610999999999999
100030137002001,18,4,10,9,0.5
100030137002000,44,15,25,34,0.8095000000000001
100030137001022,5,0,5,5,1.0
100030137001021,0,0,0,0,
100030137001020,0,0,0,0,
100030137001019,0,0,0,0,
100030137001018,32,3,25,27,0.9309999999999998
100030137001017,33,9,24,24,0.8
100030137001016,92,16,49,66,0.7673999999999999
100030137001015,41,4,27,27,0.6922999999999999
100030137001014,36,4,26,24,0.75
100030137001013,24,3,19,19,0.7916999999999998
100030137001012,51,6,35,31,0.6738999999999999
100030137001011,35,2,22,25,0.7576
100030137001010,46,3,26,30,0.7142999999999999
100030137001009,161,14,113,120,0.8163
100030137001008,75,8,57,49,0.6901
100030137001007,4,0,4,3,0.75
100030137001006,0,0,0,0,
100030137001005,0,0,0,0,
100030137001004,0,0,0,0,
100030137001003,0,0,0,0,
100030137001002,0,0,0,0,
100030137001001,144,15,94,85,0.6296
100030137001000,0,0,0,0,
100030136153025,22,1,13,8,0.381
100030136153024,0,0,0,0,
100030136153023,0,0,0,0,
100030136153022,7,0,5,2,0.4
100030136153021,39,1,37,28,0.7367999999999999
100030136153020,63,2,42,29,0.4833
100030136153019,38,0,32,24,0.6486
100030136153018,61,2,49,38,0.6441
100030136153017,18,1,11,9,0.5293999999999999
100030136153016,19,0,7,9,0.4737
100030136153015,18,0,8,9,0.5
100030136153014,52,0,35,28,0.5599999999999999
100030136153013,18,0,11,6,0.4
100030136153012,10,0,9,6,0.5999999999999999
100030136153011,11,0,3,4,0.4
100030136153010,56,1,50,38,0.7308
100030136153009,14,0,9,12,0.9231
100030136153008,17,0,8,7,0.5384999999999999
100030136153007,48,0,31,24,0.5999999999999999
100030136153006,49,1,34,23,0.5476
100030136153005,222,5,166,149,0.7232999999999999
100030136153004,0,0,0,0,
100030136153003,0,0,0,0,
100030136153002,1,0,1,1,1.0
100030136153001,44,2,37,22,0.5116
100030136153000,65,5,50,37,0.5967999999999998
100030136152013,23,3,16,18,0.8571000000000002
100030136152012,6,0,2,3,0.75
100030136152011,37,0,27,32,0.9142999999999998
100030136152010,21,0,19,14,0.6666999999999998
100030136152009,43,0,32,32,0.8648999999999998
100030136152008,45,0,43,32,0.7111
100030136152007,30,0,27,22,0.7333
100030136152006,195,0,152,152,0.8127999999999999
100030136152005,28,0,26,18,0.6666999999999998
100030136152004,77,0,60,52,0.7323999999999999
100030136152003,0,0,0,0,
100030136152002,10,0,7,6,0.5999999999999999
100030136152001,0,0,0,0,
100030136152000,0,0,0,0,
100030136151014,50,3,39,31,0.7209000000000001
100030136151013,12,1,4,6,0.5
100030136151012,189,13,135,139,0.7765
100030136151011,38,1,31,24,0.6857
100030136151010,14,0,9,10,0.8333
100030136151009,63,3,48,47,0.8103
100030136151008,43,1,33,30,0.7317
100030136151007,38,0,25,24,0.6666999999999998
100030136151006,49,0,35,36,0.75
100030136151005,40,1,26,30,0.7895
100030136151004,42,3,31,35,0.9459
100030136151003,413,21,264,277,0.7288999999999999
100030136151002,50,0,42,37,0.8409
100030136151001,260,10,196,186,0.7409999999999998
100030136151000,0,0,0,0,
100030136142026,0,0,0,0,
100030136142025,34,3,17,27,0.7941
100030136142024,8,1,5,6,0.75
100030136142023,2,2,0,1,0.5
100030136142022,2,0,2,0,0.0
100030136142021,3,0,2,2,0.6666999999999998
100030136142020,0,0,0,0,
100030136142019,1,0,0,0,0.0
100030136142018,6,2,3,1,0.1666999999999999
100030136142017,0,0,0,0,
100030136142016,347,50,227,167,0.5317999999999999
100030136142015,0,0,0,0,
100030136142014,21,1,14,9,0.5293999999999999
100030136142013,92,2,70,74,0.8315000000000001
100030136142012,26,0,12,11,0.4583
100030136142011,27,0,13,12,0.4444
100030136142010,22,1,15,13,0.65
100030136142009,21,0,5,8,0.5
100030136142008,28,2,12,16,0.6154
100030136142007,71,2,43,33,0.4924999999999999
100030136142006,34,2,28,28,0.8484999999999999
100030136142005,73,5,51,58,0.8406
100030136142004,76,7,45,52,0.7222
100030136142003,38,6,10,13,0.4063
100030136142002,75,9,49,48,0.7163999999999999
100030136142001,0,0,0,0,
100030136142000,297,43,179,154,0.6087
100030136141008,0,0,0,0,
100030136141007,34,1,30,26,0.8125
100030136141006,31,1,25,23,0.7666999999999999
100030136141005,61,1,45,45,0.7895
100030136141004,262,6,203,179,0.7336
100030136141003,79,3,61,57,0.7308
100030136141002,64,3,41,45,0.7377
100030136141001,33,0,26,23,0.7187999999999999
100030136141000,75,7,46,59,0.8193999999999999
100030136133015,0,0,0,0,
100030136133014,65,3,51,46,0.7302000000000001
100030136133013,40,0,36,37,0.9737
100030136133012,102,1,72,74,0.7872
100030136133011,0,0,0,0,
100030136133010,0,0,0,0,
100030136133009,40,0,31,30,0.7895
100030136133008,175,1,143,134,0.8071999999999999
100030136133007,0,0,0,0,
100030136133006,83,3,60,55,0.7857
100030136133005,186,6,140,117,0.7091
100030136133004,96,1,82,76,0.8172
100030136133003,42,2,24,31,0.775
100030136133002,45,0,37,32,0.7619
100030136133001,581,2,462,471,0.8321999999999999
100030136133000,33,1,29,20,0.6896999999999999
100030136132018,0,0,0,0,
100030136132017,0,0,0,0,
100030136132016,0,0,0,0,
100030136132015,0,0,0,0,
100030136132014,0,0,0,0,
100030136132013,14,3,8,3,0.2308
100030136132012,368,3,287,267,0.7784
100030136132011,144,2,117,112,0.8115999999999999
100030136132010,111,0,78,78,0.7358
100030136132009,27,0,8,18,0.6666999999999998
100030136132008,62,0,46,52,0.8525
100030136132007,51,0,36,38,0.7754999999999999
100030136132006,562,28,402,394,0.7787
100030136132005,0,0,0,0,
100030136132004,61,2,39,48,0.8727
100030136132003,4,1,1,4,1.0
100030136132002,0,0,0,0,
100030136132001,64,3,51,49,0.7778
100030136132000,261,2,181,207,0.815
100030136131011,27,0,25,20,0.7407000000000001
100030136131010,44,0,31,37,0.8605
100030136131009,70,0,60,51,0.7727
100030136131008,49,1,40,38,0.8443999999999999
100030136131007,11,0,10,10,0.9091
100030136131006,104,0,92,83,0.8137
100030136131005,475,2,343,357,0.8095000000000001
100030136131004,361,5,286,277,0.8195
100030136131003,0,0,0,0,
100030136131002,129,2,94,94,0.7833
100030136131001,16,0,13,14,0.875
100030136131000,5,0,2,4,0.8
100030136123020,0,0,0,0,
100030136123019,0,0,0,0,
100030136123018,0,0,0,0,
100030136123017,0,0,0,0,
100030136123016,21,0,12,18,0.8571000000000002
100030136123015,96,3,62,73,0.8202000000000002
100030136123014,43,0,37,33,0.7673999999999999
100030136123013,55,0,41,44,0.8462
100030136123012,26,0,23,20,0.8
100030136123011,53,0,41,46,0.902
100030136123010,400,4,299,309,0.8132000000000001
100030136123009,0,0,0,0,
100030136123008,106,7,66,72,0.7742
100030136123007,98,0,81,73,0.8295
100030136123006,184,4,126,122,0.7262
100030136123005,0,0,0,0,
100030136123004,31,0,6,19,0.95
100030136123003,23,2,19,19,0.8635999999999999
100030136123002,0,0,0,0,
100030136123001,0,0,0,0,
100030136123000,416,8,233,287,0.7757
100030136122006,30,0,25,24,0.8888999999999999
100030136122005,87,0,65,65,0.7927000000000001
100030136122004,58,0,40,47,0.8703999999999998
100030136122003,659,9,526,525,0.8306999999999999
100030136122002,10,0,8,6,0.5999999999999999
100030136122001,109,2,75,88,0.8147999999999999
100030136122000,328,1,276,269,0.854
100030136121011,43,0,37,33,0.8462
100030136121010,33,2,19,31,0.9394
100030136121009,405,4,323,299,0.8038
100030136121008,85,0,77,75,0.9036
100030136121007,0,0,0,0,
100030136121006,0,0,0,0,
100030136121005,154,1,48,107,0.7278999999999998
100030136121004,59,0,39,44,0.8302
100030136121003,52,0,23,35,0.7291999999999998
100030136121002,66,1,42,45,0.7895
100030136121001,48,0,6,31,0.7045
100030136121000,1079,5,688,812,0.7944999999999999
100030136114001,0,0,0,0,
100030136114000,583,63,417,364,0.7339
100030136113008,45,3,36,38,0.9047999999999998
100030136113007,37,3,31,34,0.9189
100030136113006,95,22,58,43,0.5181
100030136113005,13,3,7,11,0.8462
100030136113004,74,4,65,59,0.8428999999999998
100030136113003,46,2,33,27,0.6136
100030136113002,18,0,11,17,0.9444
100030136113001,32,1,24,29,0.9355
100030136113000,633,64,421,412,0.7127999999999999
100030136112002,13,0,11,12,0.9231
100030136112001,513,25,355,400,0.8214
100030136112000,441,16,306,347,0.8222999999999999
100030136111021,45,0,43,33,0.7333
100030136111020,24,3,14,15,0.6522
100030136111019,22,0,14,17,0.7727
100030136111018,48,1,35,41,0.8912999999999999
100030136111017,0,0,0,0,
100030136111016,0,0,0,0,
100030136111015,30,4,21,22,0.7333
100030136111014,150,9,128,112,0.7887
100030136111013,36,0,30,27,0.75
100030136111012,42,1,40,24,0.6154
100030136111011,72,1,66,59,0.8428999999999998
100030136111010,77,2,58,59,0.7972999999999999
100030136111009,39,1,34,28,0.7567999999999999
100030136111008,130,6,110,99,0.8249999999999998
100030136111007,42,0,40,35,0.8333
100030136111006,364,26,263,240,0.7317
100030136111005,115,6,84,79,0.767
100030136111004,18,1,10,14,0.875
100030136111003,36,1,26,24,0.6857
100030136111002,79,0,65,62,0.7948999999999999
100030136111001,75,3,61,62,0.8611
100030136111000,115,13,67,50,0.5
100030136104009,0,0,0,0,
100030136104008,49,1,44,42,0.8936
100030136104007,59,0,49,47,0.8703999999999998
100030136104006,59,0,52,45,0.8035999999999999
100030136104005,53,0,41,38,0.7916999999999998
100030136104004,30,1,25,24,0.8571000000000002
100030136104003,81,0,71,69,0.8846
100030136104002,39,0,32,29,0.8286
100030136104001,75,1,54,57,0.7916999999999998
100030136104000,70,0,50,47,0.7230999999999999
100030136103017,12,0,9,9,0.9
100030136103016,6,0,6,4,0.6666999999999998
100030136103015,0,0,0,0,
100030136103014,307,3,266,243,0.8378999999999999
100030136103013,13,1,11,11,0.8462
100030136103012,83,0,78,64,0.8205
100030136103011,18,0,17,15,0.8333
100030136103010,28,0,22,21,0.8077000000000002
100030136103009,112,1,85,86,0.8037
100030136103008,599,2,475,486,0.8497
100030136103007,65,9,37,43,0.7962999999999999
100030136103006,34,0,19,27,0.7941
100030136103005,26,2,22,21,0.875
100030136103004,109,7,87,74,0.7115
100030136103003,75,1,41,53,0.7793999999999999
100030136103002,1,0,0,1,1.0
100030136103001,365,15,278,245,0.7585
100030136103000,0,0,0,0,
100030136102012,0,0,0,0,
100030136102011,29,1,23,12,0.5
100030136102010,108,2,79,45,0.5696
100030136102009,0,0,0,0,
100030136102008,2,0,1,2,1.0
100030136102007,92,0,59,73,0.8587999999999999
100030136102006,1,0,0,1,1.0
100030136102005,5,0,5,2,0.5
100030136102004,60,1,34,42,0.7240999999999999
100030136102003,0,0,0,0,
100030136102002,30,0,28,23,0.7931
100030136102001,388,7,276,305,0.8112
100030136102000,0,0,0,0,
100030136101017,0,0,0,0,
100030136101016,2,0,2,2,1.0
100030136101015,20,1,17,10,0.5555999999999999
100030136101014,3,0,3,2,0.6666999999999998
100030136101013,2,0,1,1,0.5
100030136101012,142,2,114,103,0.7922999999999998
100030136101011,1,0,1,1,1.0
100030136101010,143,0,113,108,0.8059999999999998
100030136101009,20,0,18,15,0.7895
100030136101008,56,0,52,41,0.8541999999999998
100030136101007,13,0,13,9,0.6922999999999999
100030136101006,18,0,18,16,0.8888999999999999
100030136101005,6,0,5,5,1.0
100030136101004,0,0,0,0,
100030136101003,55,0,47,48,0.9412
100030136101002,509,1,370,367,0.7759
100030136101001,217,0,158,169,0.8047999999999998
100030136101000,0,0,0,0,
100030136082011,0,0,0,0,
100030136082010,50,1,45,32,0.7441999999999999
100030136082009,39,0,33,30,0.8333
100030136082008,50,0,44,40,0.8696000000000002
100030136082007,64,1,45,43,0.7287999999999998
100030136082006,49,7,31,34,0.7727
100030136082005,98,1,79,65,0.7142999999999999
100030136082004,71,3,48,55,0.8462
100030136082003,28,2,19,9,0.3913
100030136082002,98,8,62,47,0.5464999999999999
100030136082001,65,2,45,47,0.7704999999999999
100030136082000,116,15,79,56,0.5282999999999999
100030136081021,14,0,11,13,1.0
100030136081020,0,0,0,0,
100030136081019,0,0,0,0,
100030136081018,0,0,0,0,
100030136081017,0,0,0,0,
100030136081016,46,2,37,31,0.7045
100030136081015,34,0,29,23,0.7419
100030136081014,56,10,41,43,0.8431
100030136081013,0,0,0,0,
100030136081012,0,0,0,0,
100030136081011,94,7,66,76,0.8736
100030136081010,0,0,0,0,
100030136081009,50,0,39,33,0.7021
100030136081008,0,0,0,0,
100030136081007,6,0,6,6,1.0
100030136081006,50,1,34,33,0.7021
100030136081005,74,0,54,52,0.7535999999999999
100030136081004,36,0,31,28,0.8234999999999999
100030136081003,43,0,39,35,0.814
100030136081002,24,2,17,19,0.7916999999999998
100030136081001,36,0,30,34,1.0
100030136081000,112,1,90,83,0.7615
100030136074013,52,1,32,33,0.6471000000000001
100030136074012,118,3,83,74,0.6666999999999998
100030136074011,59,0,47,43,0.8112999999999999
100030136074010,78,0,64,62,0.8266999999999999
100030136074009,59,1,41,47,0.8392999999999999
100030136074008,56,0,46,45,0.8823999999999999
100030136074007,32,0,21,26,0.8667
100030136074006,87,1,66,57,0.7037000000000001
100030136074005,23,0,17,15,0.75
100030136074004,1,0,0,0,
100030136074003,150,9,89,90,0.7199999999999999
100030136074002,0,0,0,0,
100030136074001,0,0,0,0,
100030136074000,2,0,1,1,0.5
100030136073003,829,35,603,568,0.7502999999999999
100030136073002,186,8,132,123,0.6988999999999999
100030136073001,27,1,20,17,0.6537999999999999
100030136073000,182,8,127,116,0.7072999999999998
100030136072004,0,0,0,0,
100030136072003,0,0,0,0,
100030136072002,43,0,36,35,0.8537000000000001
100030136072001,59,3,44,37,0.6727
100030136072000,575,10,450,447,0.8324
100030136071015,26,1,20,17,0.7083
100030136071014,9,1,3,6,0.6666999999999998
100030136071013,20,0,11,13,0.65
100030136071012,82,1,62,60,0.7691999999999999
100030136071011,33,1,27,17,0.5484
100030136071010,0,0,0,0,
100030136071009,374,8,269,262,0.7401
100030136071008,161,2,129,109,0.7415
100030136071007,0,0,0,0,
100030136071006,0,0,0,0,
100030136071005,55,2,44,42,0.8571000000000002
100030136071004,44,0,32,37,0.8605
100030136071003,412,14,263,307,0.8230999999999999
100030136071002,11,0,8,8,0.7272999999999998
100030136071001,245,4,192,180,0.7965000000000001
100030136071000,209,5,133,160,0.8465999999999999
100030136043008,23,0,21,15,0.7142999999999999
100030136043007,0,0,0,0,
100030136043006,0,0,0,0,
100030136043005,63,5,48,43,0.7167
100030136043004,94,4,70,68,0.764
100030136043003,131,13,95,53,0.4491999999999999
100030136043002,145,2,110,114,0.8084999999999998
100030136043001,470,20,339,302,0.6895
100030136043000,5,0,2,1,0.2
100030136042025,24,1,22,11,0.55
100030136042024,0,0,0,0,
100030136042023,2,0,1,1,0.5
100030136042022,13,0,10,4,0.3332999999999999
100030136042021,25,0,24,20,0.8696000000000002
100030136042020,28,0,22,16,0.6154
100030136042019,32,0,27,26,0.8125
100030136042018,56,0,41,36,0.6792
100030136042017,56,1,39,46,0.8364
100030136042016,53,0,43,44,0.8627
100030136042015,50,0,39,40,0.8333
100030136042014,99,3,79,73,0.7603999999999999
100030136042013,24,0,23,16,0.6666999999999998
100030136042012,82,1,70,63,0.7874999999999999
100030136042011,53,2,49,38,0.76
100030136042010,33,2,28,26,0.8387
100030136042009,78,0,69,52,0.7222
100030136042008,65,2,46,53,0.8281
100030136042007,141,3,119,111,0.8284
100030136042006,19,0,14,15,0.7895
100030136042005,69,0,64,61,0.9385
100030136042004,24,0,21,18,0.7826
100030136042003,45,0,37,32,0.7272999999999998
100030136042002,248,6,204,191,0.7859999999999999
100030136042001,12,0,12,9,0.8182
100030136042000,1,0,1,0,
100030136041016,0,0,0,0,
100030136041015,0,0,0,0,
100030136041014,2,0,2,2,1.0
100030136041013,77,2,56,70,0.9091
100030136041012,40,2,33,36,0.973
100030136041011,180,3,141,155,0.8959999999999999
100030136041010,84,5,61,67,0.8272
100030136041009,34,2,18,25,0.7812999999999999
100030136041008,92,2,58,59,0.6940999999999999
100030136041007,44,4,37,33,0.7857
100030136041006,71,0,66,53,0.8029999999999999
100030136041005,94,1,72,79,0.8681
100030136041004,62,2,56,48,0.8
100030136041003,101,2,79,79,0.8061
100030136041002,30,0,26,21,0.7240999999999999
100030136041001,159,1,132,114,0.7702999999999999
100030136041000,61,0,37,46,0.8214
100030135083017,22,0,11,16,0.7272999999999998
100030135083016,3,0,3,3,1.0
100030135083015,22,1,11,19,0.8635999999999999
100030135083014,77,1,59,58,0.7944999999999999
100030135083013,0,0,0,0,
100030135083012,1,0,0,0,0.0
100030135083011,4,0,4,4,1.0
100030135083010,31,0,20,24,0.7742
100030135083009,40,0,31,29,0.7837999999999999
100030135083008,157,0,89,111,0.75
100030135083007,101,0,60,80,0.8510999999999999
100030135083006,54,0,38,44,0.8462
100030135083005,36,0,31,30,0.8823999999999999
100030135083004,375,0,246,276,0.8
100030135083003,0,0,0,0,
100030135083002,50,1,36,38,0.7754999999999999
100030135083001,0,0,0,0,
100030135083000,6,0,4,5,1.0
100030135082024,11,0,9,4,0.3636
100030135082023,5,0,5,1,0.3332999999999999
100030135082022,45,0,39,32,0.7272999999999998
100030135082021,24,1,17,17,0.8095000000000001
100030135082020,7,0,5,4,0.5714
100030135082019,18,0,13,12,0.75
100030135082018,39,2,31,31,0.7948999999999999
100030135082017,204,3,164,146,0.7487
100030135082016,48,0,38,33,0.7673999999999999
100030135082015,36,0,30,24,0.6857
100030135082014,104,0,93,88,0.8544
100030135082013,49,0,43,36,0.8371999999999999
100030135082012,41,0,36,33,0.8249999999999998
100030135082011,528,2,426,393,0.8053000000000001
100030135082010,87,0,53,60,0.7895
100030135082009,63,1,47,50,0.8333
100030135082008,193,3,142,155,0.8288999999999999
100030135082007,1,0,1,0,0.0
100030135082006,0,0,0,0,
100030135082005,27,0,23,21,0.8077000000000002
100030135082004,5,0,5,3,0.75
100030135082003,14,0,12,9,0.6428999999999999
100030135082002,145,0,131,99,0.7121999999999999
100030135082001,2,0,2,2,1.0
100030135082000,123,0,108,93,0.8157999999999999
100030135081019,10,0,10,10,1.0
100030135081018,111,0,72,86,0.8268999999999999
100030135081017,26,0,14,20,0.8
100030135081016,732,8,479,540,0.7736
100030135081015,54,0,51,38,0.76
100030135081014,36,1,31,26,0.7647
100030135081013,2,0,2,2,1.0
100030135081012,15,0,11,14,0.9333
100030135081011,148,0,115,114,0.8084999999999998
100030135081010,33,0,28,28,0.9032
100030135081009,32,0,26,27,0.9
100030135081008,20,0,16,19,0.95
100030135081007,211,4,165,153,0.7573999999999999
100030135081006,140,0,111,102,0.7611999999999999
100030135081005,0,0,0,0,
100030135081004,41,0,31,32,0.8
100030135081003,20,0,17,14,0.7778
100030135081002,46,0,33,32,0.7111
100030135081001,113,0,79,100,0.9009
100030135081000,0,0,0,0,
100030135071019,28,1,23,20,0.7691999999999999
100030135071018,25,0,12,17,0.6799999999999999
100030135071017,216,2,159,160,0.804
100030135071016,129,2,92,107,0.8629
100030135071015,2,0,2,2,1.0
100030135071014,0,0,0,0,
100030135071013,30,0,21,18,0.6666999999999998
100030135071012,0,0,0,0,
100030135071011,347,2,198,255,0.7727
100030135071010,0,0,0,0,
100030135071009,0,0,0,0,
100030135071008,35,0,32,30,0.9375
100030135071007,46,1,42,34,0.7556
100030135071006,0,0,0,0,
100030135071005,22,0,13,17,0.7727
100030135071004,29,0,26,26,1.0
100030135071003,50,0,43,45,0.9184
100030135071002,0,0,0,0,
100030135071001,82,0,59,63,0.8077000000000002
100030135071000,449,0,332,349,0.8309999999999998
100030135063010,158,8,104,132,0.8571000000000002
100030135063009,114,0,91,80,0.7339
100030135063008,170,0,134,131,0.7892
100030135063007,22,0,11,16,0.7272999999999998
100030135063006,47,0,44,35,0.814
100030135063005,68,0,61,49,0.7778
100030135063004,32,0,32,21,0.7240999999999999
100030135063003,82,0,69,66,0.8462
100030135063002,38,0,35,28,0.7567999999999999
100030135063001,745,7,561,558,0.7915
100030135063000,17,3,8,13,0.7647
100030135062017,32,0,27,29,0.9062999999999998
100030135062016,28,0,28,22,0.8147999999999999
100030135062015,60,0,38,48,0.8276
100030135062014,245,1,191,204,0.8644
100030135062013,14,0,12,9,0.6428999999999999
100030135062012,6,0,6,4,0.6666999999999998
100030135062011,22,0,13,15,0.6817999999999999
100030135062010,35,1,31,26,0.7428999999999998
100030135062009,396,2,295,311,0.8057
100030135062008,126,0,89,101,0.8417
100030135062007,27,0,19,19,0.7037000000000001
100030135062006,32,0,22,21,0.6562999999999999
100030135062005,266,3,204,214,0.8358999999999999
100030135062004,30,0,24,22,0.7857
100030135062003,62,0,44,54,0.8851999999999999
100030135062002,358,1,267,280,0.814
100030135062001,3,0,3,0,0.0
100030135062000,97,0,60,77,0.8279999999999998
100030135061011,102,0,94,78,0.7959
100030135061010,2,0,2,2,1.0
100030135061009,35,0,29,33,0.9706
100030135061008,203,0,165,160,0.8333
100030135061007,19,0,18,11,0.5788999999999999
100030135061006,142,1,96,109,0.8195
100030135061005,113,0,78,74,0.7115
100030135061004,17,0,10,13,0.8125
